0.8;0.109;0.05;0.04;0.001;
0.1;0.8;0.0539999999999999;0.045;0.001;
0.05;0.059;0.8;0.09;0.001;
0.01;0.019;0.07;0.9;0.001;
0.05;0.05;0.099;0.8;0.001;
